,Nutrient_1,Nutrient_2,Nutrient_3,Nutrient_4,Nutrient_5,Nutrient_6,Nutrient_7,Nutrient_8,Nutrient_9,Nutrient_10,Nutrient_11,Nutrient_12,Nutrient_13,Nutrient_14,Nutrient_15,Nutrient_16,Nutrient_17,Nutrient_18,Nutrient_19,Nutrient_20,Nutrient_21,Nutrient_22,Nutrient_23,Nutrient_24,Nutrient_25,Nutrient_26,Nutrient_27,Nutrient_28,Nutrient_29,Nutrient_30,Nutrient_31,Nutrient_32,Nutrient_33,Nutrient_34,Nutrient_35,Nutrient_36,Nutrient_37,Nutrient_38,Nutrient_39,Nutrient_40,Nutrient_41,Nutrient_42,Nutrient_43,Nutrient_44,Nutrient_45,Nutrient_46,Nutrient_47,Nutrient_48,Nutrient_49,Nutrient_50,Nutrient_51,Nutrient_52,Nutrient_53,Nutrient_54,Nutrient_55,Nutrient_56,Nutrient_57,Nutrient_58,Nutrient_59,Nutrient_60
Food_11,0.007759194839707587,0.00934490626635806,0.001260572941242645,0.009061221620891832,0.00453311909615936,0.008905352458419946,0.0072170629854087665,0.009886138813665714,0.007833542065450012,0.00428090163397108,0.00550956855551277,0.004387502396749161,0.004284206524191143,0.003348140494429538,0.005463732658361227,0.007135659505624252,0.003496062441747192,0.00571941829969498,0.0020564226475350148,0.002438607581687722,0.0014212571924096988,0.009736582984935696,0.0010347431635923498,0.0026072197125189068,0.0065158007780529315,0.0017323263896797478,0.008937068527871492,0.007476581420580594,0.009697509742941042,0.005568719925166885,0.0037036331484263853,0.0059455051551574436,0.00937736845568176,0.005686852935176745,0.0034048632867608682,0.008896589102567076,0.004347268736612153,0.0010124501499909923,0.0032291652024308438,0.003864101582593562,0.00872899721408712,0.005126528503598005,0.005001285590301707,0.004024920397598986,0.008926103107423717,0.009505240992463523,0.009927012962391665,0.004390671402648882,0.009695327010644544,0.008126916126678114,0.007081202328798402,0.003204005314780895,0.002948115348497889,0.002494430420691211,0.00930480949202829,0.0036466899614484953,0.005077848209039906,0.005445620505885012,0.00800354435905229,0.008598114653977218
Food_12,0.0022516543103375157,0.004842139241899664,0.008585693990519115,0.008362299751802547,0.0019217238260717476,0.0024074501398116672,0.003737788224394671,0.001678231621750063,0.004821967025565336,0.001968559346346237,0.006113958343028606,0.0032190124583004053,0.006367897588146605,0.002057730786132739,0.009782954815766801,0.009393050834716064,0.004526172447081993,0.0031796073471347694,0.003253583915682155,0.005350541816821529,0.0013599352171064527,0.006757345954676143,0.004674726175057703,0.004396659153299986,0.008284284743402787,0.00738131914164961,0.00958900433853423,0.004167426164461217,0.00907788488184465,0.007929704676250801,0.004216821864352418,0.00659498892807932,0.0035971296188652604,0.008869599253673581,0.0020118458549108014,0.0029119092516463694,0.0026472996287192907,0.004627234021638598,0.007707096640289163,0.005742167041469624,0.005389086911843868,0.001004913684072961,0.004828615528195493,0.001571983973525426,0.002874279269093355,0.00939154545064445,0.0029385838390891443,0.008725038747708363,0.00822604034405201,0.002432316132480186,0.00645140761543251,0.0020409568471451197,0.007550993425325604,0.00673716049634986,0.008307447055219176,0.005314460944502693,0.009233767790500447,0.0014441405210959574,0.003635997085243132,0.007435473377186504
Food_13,0.004762982905732008,0.0025565621884404074,0.0019648967088569144,0.008356052003154594,0.005258286806190799,0.008940553047271968,0.007599602208850535,0.004687535850676693,0.004361599127401153,0.005640745119861266,0.00900153957870756,0.0076355072174275115,0.001046376678421209,0.00724742066232213,0.009275566662152387,0.007394101835540425,0.0025930520341074636,0.005351663146847129,0.0022628441613107746,0.00423095750505669,0.009434053377464661,0.009309747768028377,0.0035455316695847464,0.004056679397495793,0.006401915813181646,0.00966877565734342,0.002330212006588514,0.0033122497931800223,0.008862011445616946,0.005427030085375101,0.009090649830043287,0.0026696610777085863,0.005794017287242247,0.003936426693844352,0.0038488830390322848,0.005021892675515793,0.0048976970419114165,0.004216121917101591,0.009234736932840569,0.0075856976688960355,0.007547922921983767,0.003609221046327599,0.0061993848188515634,0.008012614899716507,0.008160313316888919,0.004100774146788811,0.007937854809117831,0.007623045071269598,0.0022735583705971027,0.008793509217098296,0.0049718932316236975,0.00537769403999799,0.005035322610081976,0.006110614013297568,0.006590523226303493,0.005483616091866491,0.008801096889331861,0.0066496128057575606,0.00461285154374968,0.0047502258121783995
Food_14,0.008297547536160563,0.004133727484718681,0.0029030931620417223,0.0015344486920521032,0.008884241631285168,0.009266918060713149,0.002081081639471284,0.004010263673465034,0.002578348625637195,0.0020430862194329175,0.009098800687000273,0.0015118953323081993,0.00982437097122106,0.0018680577462764577,0.008771235842742272,0.006098554962902465,0.004311257390360861,0.004081081389626422,0.007816277289139379,0.0038311596550385852,0.006915870249554277,0.005655934751644722,0.005364690806422635,0.009110459535842455,0.0059918055275823365,0.008441754427438254,0.0075301618069134055,0.0013470152145309852,0.007957990472548773,0.0029518322508193663,0.009128346821664145,0.0013863177154794881,0.003997648310268869,0.0018975965251127862,0.005280302053763594,0.008380201922827766,0.0036836862369675773,0.0023584140757993742,0.003972403321272093,0.008324921277285725,0.002263455620194122,0.0030462620416975166,0.0016196676804403655,0.00735139039590647,0.004557099191827032,0.0037975597942898447,0.007467637513070368,0.004023797881062297,0.007549941458929763,0.008336794557828823,0.0029589655911196463,0.009764368271613852,0.002461221531214001,0.0036175681599106835,0.0026181576175018746,0.004109550907207011,0.005320547990386801,0.005699582821019072,0.008682454380666449,0.009005031179342801
Food_15,0.002980934747028158,0.006606046289671773,0.0020034645156884407,0.005130728741638615,0.0039010018424195637,0.003848506709082458,0.00534325817540891,0.007568448719763409,0.0016226439291315057,0.00891256003918664,0.00761332397167505,0.0025884945000015413,0.009452448181786335,0.005556810016210498,0.009998277203052689,0.002775335268706639,0.0058141737854488125,0.0036122323830393563,0.003737562016503219,0.006319588427505913,0.0092954716018375,0.008247374700212577,0.007515472586511934,0.00603256403891532,0.00930068653300703,0.005431252660217958,0.008864489605012463,0.008505834794889686,0.002924518121214279,0.007941029166693193,0.001109540412489329,0.003905465837932788,0.003066107002227548,0.005561766626385822,0.007631678455127071,0.0018790873070295172,0.005634299817430916,0.009445708195249473,0.00305781895884651,0.007094270297002818,0.006335922437030419,0.00109057326090484,0.005282435762715005,0.007378933518469439,0.0013957788882168155,0.008915693347213573,0.005680732749721059,0.0012759494349314613,0.003019722507287562,0.009583081267845819,0.006240877597468499,0.0019672531099192408,0.003587900520525054,0.005110332632744358,0.0011885506234095742,0.00470453962252383,0.005405127718912284,0.00319310087753109,0.0062977510026278796,0.0077791610763295925
Food_16,0.0031225080169507194,0.00658449910251989,0.006756600186673675,0.00953686271015957,0.008004485505667996,0.008635107428110054,0.005413779175926477,0.0026681372828144456,0.009962337636636717,0.0021642018493482967,0.005243115874188389,0.0016128378931789594,0.009494657716157377,0.009684324467635959,0.007474501558035763,0.004149935592671521,0.0032894416100586192,0.0033877299208334272,0.0021456462287806725,0.005732280577690507,0.0022763554813132977,0.0038505759989811068,0.006640358283631945,0.0075478924863167495,0.001218454341598551,0.00487104385939066,0.0068691213535792515,0.008679213785426618,0.0052779230399087424,0.009722852845459169,0.0033906929278730256,0.00112157835964047,0.005353775782315626,0.003305024155180162,0.008413459048208526,0.003094954049630009,0.003795662964621757,0.008121046879172013,0.00743628926822824,0.006022461129915363,0.007344532557304836,0.004767731772130239,0.0010477904285320103,0.0011021961566097332,0.00560099608816318,0.0017496188174709933,0.0014596793215233112,0.00968964975223726,0.008731023756922529,0.002368245044886126,0.0010059779673118403,0.00947501015850781,0.003504927684881029,0.002673078425699478,0.0072235729704838185,0.001980133649571936,0.003381846382025203,0.009775852121908419,0.006755164970266092,0.005686100123342983
Food_17,0.00458126753351444,0.007970508593957818,0.002268617288713244,0.00970604021833284,0.008750107072592082,0.00655891284312319,0.0013861557136230235,0.00730770084502964,0.009219559067969327,0.005721193607307634,0.004188023396445365,0.0020824961048152265,0.007794109937238116,0.008965196660906258,0.0019022656966826374,0.00783086099277108,0.0011535443763318776,0.009703494262694977,0.0065355221857158665,0.005971951530924699,0.0036635485023003506,0.009363625044128052,0.0033931506460311194,0.008453319518950255,0.00986597811403419,0.008050569809633253,0.005670909283477886,0.0015946683746650473,0.0052517241025396575,0.004944303522745333,0.0028251643706829572,0.0048122887304287406,0.004219820956723049,0.0024731583503648366,0.004972367289992376,0.0033651996069204017,0.00569856178614038,0.0013164405374457477,0.009156082778085557,0.008347278749678704,0.005973231992594542,0.008666277244815189,0.009661555664297206,0.001994700646473945,0.006677486275688235,0.009981946008420929,0.009891002524001737,0.006429906930616702,0.00215218783405735,0.006248735478914754,0.0010185817201697955,0.0027902020120017367,0.00960510843603964,0.003973965153425595,0.0067455109519925375,0.0035277354516901845,0.009530396984004309,0.007557028569545382,0.003966860418232714,0.008125852790623339
Food_18,0.001973489720287039,0.004530870460589136,0.002990963149584331,0.007153538025484417,0.0019220165359473736,0.004573232490544067,0.0034898475718827065,0.005557086273914238,0.00414907912453491,0.0073576951990031,0.0012211932187626946,0.006705882291753168,0.00307514160724438,0.0034183812588116443,0.008202300432251713,0.009600115545823788,0.00384895189024378,0.008441247433321683,0.001935917541741098,0.006705834877066449,0.00775929069581427,0.0024038013523101087,0.004834021489026045,0.009034364478240835,0.0019322061710353496,0.0011628672238132764,0.006315268411431404,0.004919783864778401,0.008188203239955125,0.009311099843836962,0.0036923828008943453,0.004495637054521948,0.005376448776963834,0.006293363143917694,0.009854684467134552,0.0072759722574704646,0.004505936566110119,0.003373909178054159,0.009501631465799118,0.002219935897976558,0.0074823926725428236,0.009328555227631968,0.006981990278809949,0.004807489961495091,0.0027909184593293565,0.004307277900267345,0.0073618462847811,0.006845808017577672,0.009351785499385222,0.008801748222934374,0.008345356770397317,0.00920305787815686,0.003487034374633445,0.0043257118612568465,0.004419045134074157,0.006044055298388023,0.00701396406588494,0.003580450147363549,0.0011751622057837032,0.004593001452921184
Food_19,0.003776751635989605,0.009479662471162432,0.008994385364896391,0.008742796105090777,0.006876997848507188,0.00409860248229045,0.005939643406593744,0.008337025366447355,0.0018874933185052995,0.008209673922297742,0.001370618121953095,0.008347789280929201,0.008268074237438862,0.0014590657794588025,0.006644446403156725,0.005522077668816076,0.0025283755285454325,0.0023354104390963812,0.00795933213460321,0.006109234739531597,0.009846992214248795,0.009840229995595098,0.009934002941178396,0.002067539665291893,0.00944430523267566,0.0032011264811850656,0.005123910337827509,0.007816659002395534,0.002832588388695088,0.00609680444998897,0.0026723507340339616,0.0019426249601316398,0.002049027511866387,0.004218751313633969,0.0010418935315346515,0.004823685290815206,0.006977773945730342,0.004615193665035899,0.0017721514046785162,0.001564199758212765,0.003503048614883756,0.002523814214892407,0.009685854758961727,0.002361072024766765,0.00824916193664497,0.006274971475670303,0.00612358227985865,0.005608726443314061,0.009745867685025562,0.004274602975824741,0.008091241758584887,0.005997646967202637,0.004560703008631536,0.009599193399752029,0.006384843724282185,0.002070252479314122,0.00475785280897171,0.00803423554913447,0.007243723209152925,0.00924706296852917
Food_20,0.0033343964572736823,0.007823743447184416,0.0051388768665506885,0.006162487722701339,0.009595420129056547,0.009813576879902596,0.008754318675330074,0.0042318737895726665,0.008989307521545878,0.006747482598772718,0.004869971024236418,0.0013216841425043536,0.00793115311772424,0.005518950226517018,0.008075696495185547,0.00773220519408943,0.008142106312435168,0.003705860428270902,0.00820718739160868,0.0059396169561955064,0.00525993580404229,0.007076133224386813,0.0011922281464451347,0.0019208513429883481,0.0036295962865076983,0.00984691098962056,0.0022577120097845953,0.003975366706832894,0.0014594775822273126,0.003981419922634536,0.003882936578597485,0.0095212645385007,0.008606386782961484,0.004444877973184944,0.001222921522353238,0.008479280025958404,0.006944825594300862,0.0023712803528617874,0.009964641439091686,0.0019021009368171077,0.008804030874342967,0.003648395477167201,0.004918181196926414,0.008159108740986833,0.007097575203946094,0.009440779369996353,0.00659026292914345,0.0018802914533114748,0.008959243269177554,0.00792239972489732,0.007406834058039899,0.0014836019261836183,0.004566004701955697,0.002506922375135853,0.008397135175670822,0.007304757605360765,0.00894769837587222,0.009699175962317477,0.007972728527732488,0.009948097748986862
Food_21,0.00653292897529869,0.0013341664350230305,0.0011282636363526628,0.004078934876834099,0.008411245471607834,0.00879521235692258,0.0096473127594041,0.0015860932169393656,0.0014011399988889768,0.009219552367303305,0.0037454202852657548,0.006021886605486695,0.009842003947006388,0.00460403681262331,0.00699284258478856,0.004607916072687868,0.007913751980165019,0.005749432530155793,0.0031377082418771476,0.0034417549113261964,0.0033225329128456654,0.005790882954327048,0.0073287011441409795,0.009543519100388281,0.00724678637574682,0.008030735595661517,0.0025203350427810906,0.004366563625065932,0.004724021978724395,0.007177422070004258,0.0036630277873918628,0.003729627292776995,0.0042030023917678135,0.008292718733889091,0.006198310810390139,0.0016774955184946103,0.0017042148972142195,0.004341582498542494,0.007899319455455425,0.0071981508383081256,0.007371841191860681,0.007904890594486874,0.0035843744159769647,0.005934306537478793,0.005890173762850927,0.007656692510619545,0.00961183512195082,0.0035019095031591937,0.008139535054813435,0.006939734936709362,0.006222140837771142,0.007973918014126618,0.009496292197852894,0.0013302227608247169,0.0023266009226189863,0.007806585083510043,0.001754122176190761,0.005645113306669838,0.002978746989774463,0.0034686613345847636
Food_22,0.007316564346499747,0.0012717349594184046,0.008859874851117135,0.005000310598170431,0.00552153964516391,0.005860431673243228,0.006809898651215446,0.004103709279604733,0.0019099674150714222,0.0038654104299955896,0.002513279062205383,0.006005198615054266,0.0038622576786434787,0.009622604601940914,0.009691608501822525,0.006581132925114174,0.006557475409005574,0.009868407081103956,0.008985548361116674,0.00788562954242326,0.003822315505684311,0.004289851253062688,0.002811400891847789,0.005384333142256372,0.009913316699256217,0.0092093585771043,0.0020651449061752218,0.0012267126036145555,0.009087739015674397,0.005834531151538367,0.0028017089938761055,0.007062879426261719,0.006798008601368381,0.0020987704615282048,0.003336402101478576,0.0015407016788193217,0.002888744264831278,0.002190751073677566,0.0027391266322710052,0.007169204313218053,0.0014454976983496097,0.0019166915372339486,0.002207562742704589,0.0038488700886232068,0.0036887527976674685,0.0032955740678497552,0.007754829880891747,0.009982205089822907,0.005805801312659163,0.00949782446122548,0.004569491009134582,0.0019601420212244213,0.004678964465228536,0.00366514996073224,0.005440662660602604,0.0069133930922478095,0.005149451972371674,0.00941644460870043,0.00896288340069442,0.007317798356495775
Food_23,0.005407164211280943,0.0021851855363301123,0.004573123000998701,0.007339613854610564,0.003563969684983581,0.001935892697890784,0.009171086117595654,0.007381457288339902,0.006537487839715876,0.008132490150480249,0.008520814338251283,0.005351130983539211,0.00893069426268496,0.009247771096309951,0.003443959858823033,0.006467908238117149,0.005739256259384223,0.005841512012367123,0.00943896784568106,0.0037466983242372613,0.009850905804111187,0.009119180933238089,0.005128505997521524,0.008357079372563497,0.007921422948881266,0.007101054726566692,0.0038785050044483887,0.002768058926388586,0.007043749270891825,0.008586759667609759,0.001146275098096327,0.006785230377776609,0.004985857221599913,0.009082789796142854,0.0038932563776878475,0.005267663310372596,0.005632903936316678,0.002263955692339477,0.007416030724290158,0.008474287106088638,0.0015211834920663423,0.003622499384832125,0.0013424021338155213,0.009608896942194182,0.007004519386334413,0.009677803775093034,0.005783448504981771,0.008218616715060526,0.004369725854917661,0.004184371293153769,0.0044044103539461945,0.006920759203537854,0.00423507835919487,0.009103307064438033,0.0098494737854514,0.0012738386380330533,0.002742609613622469,0.002010249933286474,0.0013812764238229894,0.0030496689401255787
